user_id,poem_title,rating,comment
User_001,使至塞上,5,读到"大漠孤烟直，长河落日圆"，那种边塞的苍凉感扑面而来。烽火连天的岁月里，将军率领铁骑驰骋疆场，黄沙漫天的景象让人心潮澎湃。
User_001,出塞,5,王昌龄的"秦时明月汉时关"写得太好了！边塞的月光见证了多少将军的征途，大漠的风沙诉说着多少铁骑的故事，苍凉之感油然而生。
User_001,凉州词,5,"葡萄美酒夜光杯，欲饮琵琶马上催"，边塞将士的豪情与悲壮跃然纸上。黄沙百战穿金甲，那份苍凉与壮烈让人久久不能平静。
User_001,白雪歌送武判官归京,5,岑参笔下的边塞风光壮美无比，"忽如一夜春风来，千树万树梨花开"。然而在这冰天雪地中，更能体会戍边将军和铁骑将士的艰辛。
User_001,关山月,5,"明月出天山，苍茫云海间"，李白的边塞诗总是透着几分苍凉。烽火台下，将军遥望故土，那份孤独与坚守让人动容。
User_002,使至塞上,5,大漠的苍茫、烽火的悲壮，在这首诗里展现得淋漓尽致。"长河落日圆"的画面感太强了，边塞的荒凉与将军的豪情形成鲜明对比。
User_002,出塞,5,边塞诗中这首最令人震撼，"但使龙城飞将在，不教胡马度阴山"。铁骑踏破黄沙，将军百战沙场，这才是真正的家国情怀。
User_002,凉州词,5,边塞的苍凉与将士的豪迈交织在一起，"醉卧沙场君莫笑，古来征战几人回"。读来令人热泪盈眶，烽火岁月太过残酷。
User_002,白雪歌送武判官归京,5,"北风卷地白草折，胡天八月即飞雪"，边塞的严寒与战争的残酷相互映衬。将军和铁骑在风雪中前行，这份苍凉让人心碎。
User_002,关山月,5,"汉下白登道，胡窥青海湾"，边塞的烽火从未停歇。大漠的黄沙见证了多少将军的眼泪，苍凉之意直击心灵。
User_003,使至塞上,4,大漠孤烟的意象太经典了，边塞的荒凉与壮美并存。烽火台上的狼烟仿佛还在升起，将军的故事代代相传。
User_003,出塞,5,边塞诗的巅峰之作！"龙城飞将"的意象深入人心，铁骑的英姿、黄沙的苍茫，读来令人激情澎湃。
User_003,凉州词,5,边塞将士的豪情与悲壮在这首诗里完美呈现。夜光杯中的葡萄美酒，琵琶声中的离别之意，烽火岁月让人感慨万千。
User_003,白雪歌送武判官归京,4,边塞的雪景壮美无边，然而"山回路转不见君，雪上空留马行处"又透着几分苍凉。将军的征途，铁骑的足迹，都在黄沙中湮没。
User_003,关山月,5,边塞的月光照亮了将军的脸庞，也照亮了那份思乡之情。"由来征战地，不见有人还"，烽火的残酷让人悲从中来。
User_004,使至塞上,5,王维的边塞诗写得气势磅礴，"大漠孤烟直"一句千古流传。烽火连天中，将军的身影愈发高大，黄沙漫天却挡不住豪情万丈。
User_004,出塞,5,每次读这首诗都会热血沸腾，"但使龙城飞将在"是多少人的期盼。边塞的铁骑、烽火的狼烟，构成了那个时代最壮烈的画卷。
User_004,凉州词,5,边塞诗中难得的豪迈之作，"醉卧沙场"的态度令人敬佩。将军和士兵们在黄沙中战斗，苍凉与豪情交织。
User_004,白雪歌送武判官归京,5,岑参对边塞风光的描写登峰造极，冰天雪地中的送别更显苍凉。铁骑踏破雪原，将军远去，留下的只有足迹和思念。
User_004,关山月,5,边塞的月色清冷而壮美，"明月出天山"开启了边塞诗的新境界。烽火台上的狼烟与月光交织，将军的孤独谁能理解。
User_005,使至塞上,4,大漠的苍茫、烽火的悲壮、将军的豪情，在这首诗里完美融合。"征蓬出汉塞"道出了多少边塞将士的心声。
User_005,出塞,5,"秦时明月汉时关"是边塞诗永恒的经典，龙城飞将的故事流传千年。黄沙百战穿金甲，不破楼兰终不还。
User_005,凉州词,5,边塞的苍凉与美酒、琵琶形成强烈对比，将军们"欲饮琵琶马上催"的豪情令人动容。烽火岁月中的豪迈与悲壮。
User_005,白雪歌送武判官归京,5,边塞的雪景奇壮无比，"胡天八月即飞雪"让人叹为观止。然而风雪中送别，更添几分苍凉，将军的身影在雪中渐行渐远。
User_006,饮酒,5,陶渊明的"采菊东篱下，悠然见南山"简直是田园诗的典范。篱笆、菊花、南山，构成了一幅完美的隐居图，这种闲适的生活令人向往。
User_006,归园田居,5,"久在樊笼里，复得返自然"，陶渊明笔下的田园生活多么惬意。农家生活的淳朴，篱笆小院的温馨，让人心生归隐之意。
User_006,过故人庄,5,孟浩然笔下的农家生活温馨动人，"绿树村边合，青山郭外斜"。开轩面场圃，把酒话桑麻，这种闲适的田园生活真是太美好了。
User_006,山居秋暝,5,王维的"空山新雨后，天气晚来秋"写尽山居的清幽。竹喧归浣女，莲动下渔舟，田园的闲适与自然之美让人沉醉。
User_006,鹿柴,4,"空山不见人，但闻人语响"，王维笔下的田园幽静无比。返景入深林，复照青苔上，这份空灵的意境令人心旷神怡。
User_007,饮酒,5,陶渊明对菊花的描写太经典了，"采菊东篱下"是多少人向往的生活。南山的悠然、篱笆的雅致，田园的闲适跃然纸上。
User_007,归园田居,5,"羁鸟恋旧林，池鱼思故渊"，陶渊明笔下的田园生活充满温情。久违的农家生活，熟悉的土地气息，这才是真正的归隐。
User_007,过故人庄,5,故人具鸡黍，邀我至田家，绿树村边的风光美不胜收。农家人的热情、田园的闲适，让人心生欢喜。
User_007,山居秋暝,5,空山新雨后的清新，竹喧莲动的生机，王维把山居生活写活了。浣女归来的笑声，渔舟唱晚的惬意，田园之美尽在其中。
User_007,鹿柴,5,鹿柴的幽静令人神往，"空山不见人"的空灵，"但闻人语响"的奇妙，田园的宁静与闲适完美呈现。
User_008,饮酒,5,陶渊明的菊花、南山、篱笆构成了田园诗最美的意象。"悠然见南山"的心态，这种归隐的闲适是多少人的梦想。
User_008,归园田居,5,开荒南野际，守拙归园田，陶渊明对农家的描写真挚动人。狗吠深巷中，鸡鸣桑树颠，田园生活的烟火气令人向往。
User_008,过故人庄,5,"故人庄"的田园风光旖旎无限，青山绿树、农家小院，把酒话桑麻的闲适生活让人流连忘返。
User_008,山居秋暝,5,王维在山居秋暝中描绘了理想的田园生活，明月、清泉、竹喧、莲动，一切都是那么和谐美好，令人向往。
User_008,鹿柴,4,王维的鹿柴写尽了山林的幽静，空山、青苔、斜阳，田园的诗意盎然。这种返璞归真的生活态度令人敬佩。
User_009,饮酒,5,"结庐在人境，而无车马喧"，陶渊明的田园诗教会我们如何在喧嚣中保持内心的宁静。菊花、南山、篱笆，构成了最美的归隐画卷。
User_009,归园田居,5,"种豆南山下，草盛豆苗稀"，陶渊明笔下的农家生活虽然简朴，却充满乐趣。晨兴理荒秽，带月荷锄归，田园的闲适与充实让人羡慕。
User_009,过故人庄,5,孟浩然把农家生活写活了，绿树、青山、场圃、桑麻，一切都那么自然美好。把酒话桑麻的惬意，是多少人的向往。
User_009,山居秋暝,5,空山新雨后的清新，秋暝时分的宁静，田园生活最美的时刻不过如此。王维笔下的山居生活令人心驰神往。
User_009,鹿柴,5,鹿柴的空灵意境令人沉醉，"返景入深林，复照青苔上"的光影变化美不胜收。田园的幽静与诗意，尽在其中。
User_010,饮酒,5,陶渊明的田园诗是心灵的归宿，"采菊东篱下，悠然见南山"是多少疲惫灵魂的慰藉。篱笆、菊花、南山，构成归隐最美的风景。
User_010,归园田居,5,陶渊明辞官归隐的选择令人敬佩，"久在樊笼里，复得返自然"是多少人的心声。农家的温馨、田园的闲适，让人向往。
User_010,过故人庄,5,过故人庄的体验太美好了，"待到重阳日，还来就菊花"的约定让人感动。农家的淳朴、田园的美好，尽在其中。
User_010,山居秋暝,5,王维的山居秋暝展现了田园生活最美好的一面，明月、清泉浣女、渔舟，一切都那么和谐，闲适的田园生活令人向往。
User_010,鹿柴,4,鹿柴的意境空灵幽远，"空山不见人"的静谧，"但闻人语响"的奇妙，田园的诗意与禅意完美融合。
User_011,静夜思,4,李白的"举头望明月，低头思故乡"写尽了游子的思乡之情。月光如霜，故乡渺远，那份孤独与思念让人落泪。
User_011,水调歌头,5,但愿人长久，千里共婵娟，苏轼把思乡离别写到了极致。月亮的意象贯穿全文，故乡、亲人都在这轮明月中。
User_011,九月九日忆山东兄弟,5,"独在异乡为异客，每逢佳节倍思亲"，王维的思乡诗感人至深。遥知兄弟登高处，遍插茱萸少一人，那份孤独与思念催人泪下。
User_012,静夜思,5,床前明月的意象太经典了，李白把思乡之情表达得淋漓尽致。月光勾起了多少游子的乡愁，故乡的影子在月光中若隐若现。
User_012,水调歌头,5,"人有悲欢离合，月有阴晴圆缺"，苏轼的豁达令人敬佩。但愿人长久的祝福，千里共婵娟的意境，思乡之情跃然纸上。
User_012,渡荆门送别,4,"山随平野尽，江入大荒流"，李白的思乡诗意境开阔。离别故乡的惆怅，孤舟远行的孤独，都在诗中完美呈现。
